xyp-XY97;Aerodactyl-EX
sm11-224;Aerodactyl-GX
sm11-106;Aerodactyl-GX
sm11-244;Aerodactyl-GX
sm8-168;Aether Foundation Employee
sma-SV81;Aether Foundation Employee
sma-SV87;Aether Paradise Conservation Area
sm2-116;Aether Paradise Conservation Area
swsh6-129;Agatha
swsh6-210;Agatha
swsh6-186;Agatha
pl2-14;Aggron
swsh6-111;Aggron
hgss4-1;Aggron
bw6-80;Aggron
dp2-1;Aggron
ex12-2;Aggron
bw10-59;Aggron
swsh3-123;Aggron
ex16-1;Aggron
sm10-125;Aggron
ex1-1;Aggron
sm4-67;Aggron
xy5-123;Aggron Spirit Link
swsh9-96;Aggron V
swsh9-97;Aggron VMAX
ex2-95;Aggron ex
ex14-89;Aggron ex
xy5-93;Aggron-EX
xy5-153;Aggron-EX
neo1-26;Aipom
bw6-99;Aipom
ecard2-67;Aipom
dp5-51;Aipom
smp-SM244;Aipom
ex10-34;Aipom
neo3-41;Aipom
hgss4-55;Aipom
swsh11-144;Aipom
dp2-70;Aipom
hgss2-43;Aipom
dp5-50;Aipom
pgo-56;Aipom
xy11-90;Aipom
sm12-169;Aipom
swsh1-156;Air Balloon
swsh1-213;Air Balloon
ecard1-33;Alakazam
base4-1;Alakazam
ecard1-1;Alakazam
dp2-2;Alakazam
ecard3-H1;Alakazam
base1-1;Alakazam
base6-1;Alakazam
ecard3-2;Alakazam
pl2-38;Alakazam E4
pl2-103;Alakazam E4 LV.X
xy10-90;Alakazam Spirit Link
swsh4-172;Alakazam V
swshp-SWSH083;Alakazam V
ex14-99;Alakazam ★
xy10-125;Alakazam-EX
xy10-25;Alakazam-EX
xy10-117;Alakazam-EX
swsh2-87;Alcremie
swsh45sv-SV058;Alcremie
swsh9tg-TG08;Alcremie
swshp-SWSH058;Alcremie
swsh9-71;Alcremie
swsh4-81;Alcremie
swsh45-64;Alcremie V
swsh35-22;Alcremie V
swsh45-73;Alcremie VMAX
swsh35-23;Alcremie VMAX
xy9-96;All-Night Party
swsh10tg-TG24;Allister
swsh4-179;Allister
swsh4-192;Allister
swsh4-146;Allister
sm10-121;Alolan Diglett
mcd17-9;Alolan Diglett
sm5-78;Alolan Diglett
sm1-86;Alolan Diglett
sm8-122;Alolan Diglett
sm1-87;Alolan Dugtrio
mcd19-11;Alolan Dugtrio
sm5-79;Alolan Dugtrio
sm8-123;Alolan Dugtrio
sm10-122;Alolan Dugtrio
sm9-114;Alolan Exeggutor
mcd19-2;Alolan Exeggutor
sm6-2a;Alolan Exeggutor
sm5-95;Alolan Exeggutor
sm6-2;Alolan Exeggutor
sm9-115;Alolan Exeggutor
swshp-SWSH225;Alolan Exeggutor V
pgo-71;Alolan Exeggutor V
pgo-5;Alolan Exeggutor V
sm4-74;Alolan Exeggutor-GX
sm4-107;Alolan Exeggutor-GX
sm4-118;Alolan Exeggutor-GX
sm4-32;Alolan Geodude
sm2-40;Alolan Geodude
sm9-35;Alolan Geodude
sm9-34;Alolan Geodude
sm9-37;Alolan Golem
sm2-42;Alolan Golem
sm4-102;Alolan Golem-GX
sm4-113;Alolan Golem-GX
sm4-34;Alolan Golem-GX
sm2-41;Alolan Graveler
sm9-36;Alolan Graveler
sm4-33;Alolan Graveler
sm12-130;Alolan Grimer
sm11-127;Alolan Grimer
sm3-83;Alolan Grimer
sm9-83;Alolan Grimer
sm1-57;Alolan Grimer
sm6-12;Alolan Marowak
sm4-12;Alolan Marowak
sm9-64;Alolan Marowak
sm11-75;Alolan Marowak
smp-SM187;Alolan Marowak-GX
sm1-78;Alolan Meowth
smp-SM51;Alolan Meowth
mcd19-10;Alolan Meowth
smp-SM43;Alolan Meowth
sm12-128;Alolan Meowth
sm8-118;Alolan Meowth
mcd17-8;Alolan Meowth
sm12-131;Alolan Muk
sm9-84;Alolan Muk
sm1-58;Alolan Muk
sm3-157;Alolan Muk-GX
sm3-138;Alolan Muk-GX
sm3-84;Alolan Muk-GX
sm12-145;Alolan Ninetales
sm3-28;Alolan Ninetales
sm9-111;Alolan Ninetales
smp-SM128;Alolan Ninetales
sm2-22;Alolan Ninetales-GX
sma-SV53;Alolan Ninetales-GX
sm8-225;Alolan Ninetales-GX
sm8-205;Alolan Ninetales-GX
sm8-132;Alolan Ninetales-GX
sm2-132;Alolan Ninetales-GX
sm2-150;Alolan Ninetales-GX
sm1-79;Alolan Persian
sm8-119;Alolan Persian
sm12-129;Alolan Persian-GX
sm12-257;Alolan Persian-GX
sm12-219;Alolan Persian-GX
sm4-31;Alolan Raichu
smp-SM65;Alolan Raichu
sm11-57;Alolan Raichu
smp-SM72;Alolan Raichu
sm1-77;Alolan Raticate
pgo-42;Alolan Raticate
sm3-82;Alolan Raticate
sm7-85;Alolan Raticate-GX
pgo-41;Alolan Rattata
sm3-81;Alolan Rattata
sm7-84;Alolan Rattata
sm1-76;Alolan Rattata
sm12-137;Alolan Sandshrew
mcd19-4;Alolan Sandshrew
sm2-19;Alolan Sandshrew
sm2-19a;Alolan Sandshrew
sm5-28;Alolan Sandshrew
smp-SM127;Alolan Sandslash
sm5-29;Alolan Sandslash
sm12-138;Alolan Sandslash
smp-SM18;Alolan Sandslash
sm2-20;Alolan Sandslash
smp-SM236;Alolan Sandslash-GX
sm8-53;Alolan Vulpix
sma-SV8;Alolan Vulpix
sm2-21;Alolan Vulpix
sm5-30;Alolan Vulpix
sm3-27;Alolan Vulpix
sm12-39;Alolan Vulpix
sm2-21a;Alolan Vulpix
swsh12-173;Alolan Vulpix V
swsh12-33;Alolan Vulpix V
swsh12-197;Alolan Vulpix VSTAR
swsh12-34;Alolan Vulpix VSTAR
sm2-36;Alomomola
xy4-22;Alomomola
bw1-39;Alomomola
bw1-38;Alomomola
bw6-37;Alomomola
mcd11-5;Alomomola
hgss4-FOUR;Alph Lithograph
hgss1-ONE;Alph Lithograph
hgss3-THREE;Alph Lithograph
hgss2-TWO;Alph Lithograph
sm2-117;Altar of the Moone
sm2-118;Altar of the Sunne
xyp-XY46;Altaria
swsh7-106;Altaria
dp4-12;Altaria
bw6-84;Altaria
pl1-18;Altaria
swsh12-143;Altaria
swsh12tg-TG11;Altaria
bw7-152;Altaria
sm75-40;Altaria
sm4-80;Altaria
sma-SV37;Altaria
sm75-40a;Altaria
hgss4-2;Altaria
bw11-92;Altaria
ex3-2;Altaria
bwp-BW48;Altaria
ex16-2;Altaria
xy6-74;Altaria
ex8-1;Altaria
g1-RC24;Altaria
xy6-53;Altaria
swsh35-49;Altaria
pl3-49;Altaria C
xy10-91;Altaria Spirit Link
ex9-90;Altaria ex
ex15-90;Altaria ex δ
xy10-83;Altaria-EX
xy10-123;Altaria-EX
sm75-72;Altaria-GX
sm75-41;Altaria-GX
sma-SV77;Altaria-GX
sm75-68;Altaria-GX
xy3-25;Amaura
sm6-27;Amaura
xy11-91;Ambipom
hgss4-13;Ambipom
dp5-35;Ambipom
swsh11-145;Ambipom
sm12-170;Ambipom
bw6-100;Ambipom
pgo-57;Ambipom
dp2-3;Ambipom
pl2-56;Ambipom G
swsh12-12;Amoonguss
sm11-14;Amoonguss
smp-SM202;Amoonguss
bw3-10;Amoonguss
xy11-13;Amoonguss
bw4-9;Amoonguss
bw8-13;Amoonguss
swsh7-56;Ampharos
ecard1-34;Ampharos
swsh6-49;Ampharos
ecard1-2;Ampharos
bw6-40;Ampharos
ex10-1;Ampharos
swsh3-57;Ampharos
hgss1-14;Ampharos
sm8-78;Ampharos
col1-23;Ampharos
neo1-1;Ampharos
pl1-1;Ampharos
pop7-1;Ampharos
bwp-BW67;Ampharos
neo3-1;Ampharos
hgss1-105;Ampharos
xy11-40;Ampharos
ecard2-1;Ampharos
dp3-1;Ampharos
ecard2-H1;Ampharos
xy7-70;Ampharos Spirit Link
swsh4-49;Ampharos V
swsh4-171;Ampharos V
ex3-89;Ampharos ex
ex15-1;Ampharos δ
xy7-87;Ampharos-EX
xy7-27;Ampharos-EX
sm9-185;Ampharos-GX
sm9-43;Ampharos-GX
sm9-163;Ampharos-GX
dp4-97;Amulet Coin
sm5-118;Ancient Crystal
ecard3-119;Ancient Ruins
ex5-84;Ancient Technical Machine [Ice]
ex5-85;Ancient Technical Machine [Rock]
ex5-86;Ancient Technical Machine [Steel]
ex5-87;Ancient Tomb
dp6-46;Anorith
ex12-29;Anorith
ex16-26;Anorith
ex2-28;Anorith
swsh12-95;Anorith
ex2-27;Anorith
xy11-56;Anorith
sm12-111;Anorith
ex13-57;Anorith δ
swsh7-121;Appletun
swsh2-23;Appletun
swsh45sv-SV014;Appletun
swsh8-26;Appletun V
swsh2-20;Applin
swsh2-21;Applin
swsh7-17;Applin
swsh45sv-SV012;Applin
ecard2-118;Apricorn Forest
ecard3-121;Apricorn Maker
sm7-161;Apricorn Maker
sm7-124;Apricorn Maker
dc1-23;Aqua Diffuser
ex4-86;Aqua Energy
sm2-119;Aqua Patch
sm2-161;Aqua Patch
sm12-65;Araquanid
sm1-46;Araquanid
sm6-33;Araquanid
sm3-15;Araquanid
swsh8-20;Araquanid
sm11-49;Araquanid
sm5-17;Araquanid
swsh12-48;Araquanid
sm35-37;Arbok
sm10-63;Arbok
swsh35-34;Arbok
ecard1-35;Arbok
sm115-27;Arbok
base3-31;Arbok
ecard1-3;Arbok
dp4-33;Arbok
xy1-48;Arbok
ex2-29;Arbok
ex15-13;Arbok δ
swsh11-152;Arc Phone
neo1-83;Arcade Game
swsh8-33;Arcanine
swsh2-28;Arcanine
hgss1-1;Arcanine
sm1-22;Arcanine
pl3-50;Arcanine
tk2b-1;Arcanine
bw4-12;Arcanine
sm10-22;Arcanine
base1-23;Arcanine
ex6-18;Arcanine
ecard2-H2;Arcanine
xy12-18;Arcanine
base4-33;Arcanine
pl2-1;Arcanine
dp3-22;Arcanine
ecard3-H2;Arcanine
ecard3-3;Arcanine
bw4-13;Arcanine
basep-6;Arcanine
ecard2-2;Arcanine
ex2-15;Arcanine
det1-6;Arcanine
xy9-11;Arcanine
swsh12-20;Arcanine
base6-36;Arcanine
xyp-XY180;Arcanine BREAK
pl3-15;Arcanine G
ex12-83;Arcanine ex
pl4-AR1;Arceus
pl4-AR3;Arceus
xyp-XY116;Arceus
pl4-AR9;Arceus
pl4-AR5;Arceus
pl4-AR6;Arceus
pl4-AR8;Arceus
xyp-XY197;Arceus
pl4-AR2;Arceus
pl4-AR4;Arceus
dpp-DP50;Arceus
xyp-XY83;Arceus
pl4-AR7;Arceus
sm12-220;Arceus & Dialga & Palkia-GX
sm12-156;Arceus & Dialga & Palkia-GX
sm12-258;Arceus & Dialga & Palkia-GX
sm12-221;Arceus & Dialga & Palkia-GX
pl4-94;Arceus LV.X
pl4-95;Arceus LV.X
dpp-DP53;Arceus LV.X
dpp-DP56;Arceus LV.X
pl4-96;Arceus LV.X
swsh9-122;Arceus V
swsh9-165;Arceus V
swsh9-166;Arceus V
swshp-SWSH204;Arceus V
swsh9-184;Arceus VSTAR
swsh9-176;Arceus VSTAR
swsh9-123;Arceus VSTAR
sm6-96;Arceus ◇
sm11-120;Archen
bw10-53;Archen
bw3-66;Archen
swsh12-146;Archen
bw3-67;Archeops
bw5-110;Archeops
sm11-121;Archeops
bw10-54;Archeops
swshp-SWSH272;Archeops
swsh12-147;Archeops
ex4-71;Archie
xy5-157;Archie's Ace in the Hole
xy5-157;Archie's Ace in the Hole
swsh3-54;Arctovish
swsh45sv-SV037;Arctovish
swsh7-176;Arctovish V
swsh7-48;Arctovish V
swsh3-66;Arctozolt
swsh45sv-SV046;Arctozolt
swshp-SWSH036;Arctozolt
swsh11-153;Arezu
swsh11-189;Arezu
swsh11-204;Arezu
pgo-7;Ariados
neo1-27;Ariados
ecard2-3;Ariados
ecard2-H3;Ariados
sm7-6;Ariados
swsh11-113;Ariados
hgss1-15;Ariados
sm8-10;Ariados
dp2-20;Ariados
xy7-6;Ariados
ex10-2;Ariados
swsh9tg-TG09;Ariados
swsh3-103;Ariados
swsh12-4;Ariados
sm12-112;Armaldo
ex16-3;Armaldo
xy11-57;Armaldo
dp6-18;Armaldo
swsh12-96;Armaldo
ex2-1;Armaldo
ex12-84;Armaldo ex
pop1-16;Armaldo ex
ex13-1;Armaldo δ
dp2-116;Armor Fossil
pl1-119;Armor Fossil
xy11-98;Armor Fossil Shieldon
smp-SM228;Armored Mewtwo
swsh7-141;Aroma Lady
swsh7-199;Aroma Lady
swsh7-221;Aroma Lady
swsh4-162;Aromatic Grass Energy
xy9-85;Aromatisse
xy8-106;Aromatisse
sm10-142;Aromatisse
xy1-93;Aromatisse
ex16-42;Aron
ex14-44;Aron
swsh6-109;Aron
ex13-58;Aron
dp2-71;Aron
bw10-57;Aron
ex2-56;Aron
bw6-78;Aron
swsh3-121;Aron
ex1-50;Aron
sm4-65;Aron
hgss3-42;Aron
pl2-57;Aron
ex1-25;Aron
ex1-49;Aron
ex12-48;Aron
hgss4-56;Aron
sm10-123;Aron
swsh2-52;Arrokuda
swsh4-41;Arrokuda
swshp-SWSH093;Arrokuda
swsh8-82;Arrokuda
swsh45sv-SV031;Arrokuda
bw11-32;Articuno
swsh12-36;Articuno
ecard3-H3;Articuno
base6-2;Articuno
sm9-32;Articuno
pl3-148;Articuno
base3-17;Articuno
pl3-16;Articuno
dp5-1;Articuno
g1-25;Articuno
xy6-16;Articuno
xy6-17;Articuno
ecard3-4;Articuno
pgo-24;Articuno
basep-48;Articuno
bw4-27;Articuno
smp-SM144;Articuno
basep-22;Articuno
base3-2;Articuno
np-32;Articuno ex
ex6-114;Articuno ex
bw8-25;Articuno-EX
bw8-132;Articuno-EX
sma-SV54;Articuno-GX
sm7-154;Articuno-GX
sm7-171;Articuno-GX
sm7-31;Articuno-GX
smp-SM113;Ash's Pikachu
smp-SM112;Ash's Pikachu
smp-SM114;Ash's Pikachu
smp-SM110;Ash's Pikachu
smp-SM109;Ash's Pikachu
smp-SM108;Ash's Pikachu
smp-SM111;Ash's Pikachu
xyp-XY133;Ash-Greninja-EX
bw7-127;Aspertia City Gym
xy8-133;Assault Vest
mcd11-12;Audino
sm11-177;Audino
bw7-126;Audino
bw3-85;Audino
bw1-87;Audino
bw11-RC17;Audino
bw2-83;Audino
bw6-108;Audino
xy10-92;Audino Spirit Link
xy10-84;Audino-EX
swsh1-186;Aurora Energy
xy3-26;Aurorus
sm6-28;Aurorus
xyp-XY102;Aurorus-EX
xy2-31;Avalugg
swsh7-45;Avalugg
xy11-37;Avalugg
sm6-30;Avalugg
swsh6-187;Avery
swsh6-130;Avery
swsh6-211;Avery
bwp-BW10;Axew
mcd12-12;Axew
bwp-BW26;Axew
dv1-13;Axew
bw10-67;Axew
bw3-86;Axew
xy8-108;Axew
xy8-109;Axew
sm11-154;Axew
bwp-BW16;Axew
swsh9-110;Axew
dv1-12;Axew
dp6-19;Azelf
bw10-38;Azelf
xyp-XY142;Azelf
swsh10-67;Azelf
dp2-4;Azelf
sm11-85;Azelf
sm6-43;Azelf
dp6-140;Azelf LV.X
ecard2-H4;Azumarill
xy11-77;Azumarill
ecard2-4;Azumarill
ex2-30;Azumarill
xy5-104;Azumarill
bw7-37;Azumarill
hgss1-2;Azumarill
xy5-103;Azumarill
dp1-18;Azumarill
sm3-35;Azumarill
ex7-1;Azumarill
neo1-2;Azumarill
swsh8-59;Azumarill
sm8-136;Azumarill
ex11-114;Azumarill
ex11-19;Azumarill δ
sm12-146;Azurill
ex11-20;Azurill
dp1-69;Azurill
ex2-31;Azurill
tk1a-1;Bagon
sm7-104;Bagon
xy6-54;Bagon
dv1-6;Bagon
ex3-49;Bagon
ex3-23;Bagon
ex8-52;Bagon
ex16-43;Bagon
pl4-SH10;Bagon
pl4-52;Bagon
sm7-103;Bagon
dp7-53;Bagon
swsh7-107;Bagon
sm75-42;Bagon
ex3-50;Bagon
xy6-55;Bagon
bw10-62;Bagon
dp3-76;Bagon
ex15-43;Bagon δ
ex11-57;Bagon δ
ex11-58;Bagon δ
swsh45-57;Ball Guy
swsh45-65;Ball Guy
neo3-60;Balloon Berry
ex8-84;Balloon Berry
ex3-82;Balloon Berry
ex5-53;Baltoy
ex13-59;Baltoy
swsh1-101;Baltoy
sm7-78;Baltoy
bw6-63;Baltoy
swsh8-144;Baltoy
dp4-60;Baltoy
ex2-32;Baltoy
ex9-43;Baltoy
pl3-89;Baltoy
swsh12-93;Baltoy
xy7-31;Baltoy
swsh1-102;Baltoy
swsh5-57;Baltoy
xy7-32;Baltoy
swsh9-58;Baltoy
ex8-53;Baltoy
ex5-52;Baltoy
ex16-44;Baltoy
ex5-1;Banette
dp3-23;Banette
sm7-65;Banette
xy6-31;Banette
swsh4-68;Banette
pl1-19;Banette
ex14-1;Banette
hgss4-14;Banette
swsh11tg-TG07;Banette
swsh11-73;Banette
swsh6-63;Banette
ex16-4;Banette
xy6-32;Banette
ex12-85;Banette ex
sm7-174;Banette-GX
sm7-66;Banette-GX
sma-SV61;Banette-GX
sm7-157;Banette-GX
sm6-67;Barbaracle
swsh2-104;Barbaracle
xy2-49;Barbaracle
xy10-23;Barbaracle
swsh11-107;Barbaracle
ex3-51;Barboach
dp2-72;Barboach
sm2-70;Barboach
swsh2-99;Barboach
ex13-60;Barboach
swsh10-35;Barboach
xy5-39;Barboach
ex8-54;Barboach
swsh2-53;Barraskewda
swsh45sv-SV032;Barraskewda
swsh8-83;Barraskewda
swsh4-42;Barraskewda
swsh9-130;Barry
swsh9-167;Barry
bw4-30;Basculin
bw2-25;Basculin
bw4-30;Basculin
bw1-35;Basculin
bw2-24;Basculin
sm11-43;Basculin
dp2-21;Bastiodon
xy11-70;Bastiodon
swsh10-110;Bastiodon
pop6-1;Bastiodon
sm5-85;Bastiodon
ru1-14;Bastiodon
pl1-20;Bastiodon
pl2-2;Bastiodon GL
bwp-BW39;Battle City
xy4-92;Battle Compressor Team Flare Gear
ex16-71;Battle Frontier
ex9-75;Battle Frontier
xy3-88;Battle Reporter
xy3-109;Battle Reporter
pl3-134;Battle Tower
swsh8-225;Battle VIP Pass
ecard1-71;Bayleef
dp2-41;Bayleef
hgss1-35;Bayleef
sm8-7;Bayleef
neo1-28;Bayleef
ex10-35;Bayleef
col1-40;Bayleef
xy9-2;Bayleef
neo1-29;Bayleef
ex15-26;Bayleef δ
swsh4-147;Bea
swsh4-180;Bea
swsh10tg-TG25;Bea
swsh4-193;Bea
bw4-37;Beartic
xy3-22;Beartic
swsh3-49;Beartic
sm8-62;Beartic
bw2-31;Beartic
swsh9-43;Beartic
bw2-30;Beartic
bw8-41;Beartic
sm7-125;Beast Ball
sm10-164;Beast Bringer
sm10-229;Beast Bringer
sm6-117;Beast Energy ◇
sm6-141;Beast Ring
sm6-102a;Beast Ring
sm6-102;Beast Ring
sm12-185;Beastite
ex8-2;Beautifly
bw6-8;Beautifly
pl1-21;Beautifly
swsh11-8;Beautifly
ex1-2;Beautifly
xy6-5;Beautifly
pop1-6;Beautifly
dp1-19;Beautifly
sm8-26;Beautifly
swsh4-148;Beauty
swsh4-181;Beauty
swsh4-194;Beauty
dp2-109;Bebe's Search
pl2-89;Bebe's Search
dp3-119;Bebe's Search
swsh1-199;Bede
swsh35-50;Bede
swsh1-157;Bede
swsh1-207;Bede
xy12-7;Beedrill
dp4-13;Beedrill
bw9-3;Beedrill
ecard3-H4;Beedrill
neo2-18;Beedrill
xy5-3;Beedrill
ecard3-5;Beedrill
swsh35-4;Beedrill
swsh4-3;Beedrill
xy1-5;Beedrill
hgss2-12;Beedrill
base6-20;Beedrill
sm9-5;Beedrill
pl2-15;Beedrill
sm4-3;Beedrill
base1-17;Beedrill
ex6-1;Beedrill
swsh6-3;Beedrill
base4-21;Beedrill
pl4-53;Beedrill G
xyp-XY159;Beedrill Spirit Link
swsh10-1;Beedrill V
swsh10-161;Beedrill V
swsh10-160;Beedrill V
ex11-1;Beedrill δ
xyp-XY157;Beedrill-EX
pl4-82;Beginning Door
dpp-DP54;Beginning Door
sm11-91;Beheeyem
xy8-74;Beheeyem
bw8-70;Beheeyem
bw3-56;Beheeyem
bw4-62;Beheeyem
swsh12-80;Beheeyem
xyp-XY135;Beheeyem BREAK
hgss2-44;Beldum
hgss3-43;Beldum
ex16-45;Beldum
sm7-93;Beldum
pl3-90;Beldum
ex5-29;Beldum
dp6-84;Beldum
bw9-50;Beldum
ex5-54;Beldum
ex8-55;Beldum
sm7-92;Beldum
xy7-47;Beldum
sm2-83;Beldum
dp6-83;Beldum
np-22;Beldum
sma-SV30;Beldum
tk2a-1;Beldum
swsh4-116;Beldum
ex5-28;Beldum
swsh12-117;Beldum
ex11-59;Beldum δ
sm12-186;Bellelba & Brycen-Man
bw7-4;Bellossom
ecard2-5;Bellossom
dp6-20;Bellossom
ex5-16;Bellossom
xy7-4;Bellossom
ecard2-H5;Bellossom
neo1-3;Bellossom
hgss3-1;Bellossom
ex10-3;Bellossom
ex13-19;Bellossom δ
hgss4-57;Bellsprout
ex12-49;Bellsprout
base4-66;Bellsprout
dp6-85;Bellsprout
sm2-1;Bellsprout
ex6-53;Bellsprout
swsh5-1;Bellsprout
ecard2-45;Bellsprout
xy3-1;Bellsprout
base2-49;Bellsprout
sm10-13;Bellsprout
sm7-1;Bellsprout
ecard2-68;Bellsprout
pl4-83;Bench Shield
xy10-93;Bent Spoon
xy2-30;Bergmite
swsh7-44;Bergmite
sm6-29;Bergmite
xy11-36;Bergmite
swsh10-47;Bergmite
neo1-99;Berry
pl2-90;Bertha's Warmth
swsh2-150;Bewear
swsh8-151;Bewear
sm12-182;Bewear
sm1-112;Bewear
sm3-111;Bewear
sm4-56;Bewear
sm2-113;Bewear
smp-SM49;Bewear
mcd22-12;Bewear
smp-SM34;Bewear-GX
bw11-109;Bianca
bw7-147;Bianca
bw2-90;Bianca
xy5-118;Bibarel
pgo-60;Bibarel
ru1-16;Bibarel
sm11-172;Bibarel
xy1-107;Bibarel
swsh9-121;Bibarel
pl3-51;Bibarel
bw6-107;Bibarel
dp7-32;Bibarel
dp1-20;Bibarel
swshp-SWSH188;Bibarel
bw8-117;Bicycle
xy0-29;Bidoof
bw6-106;Bidoof
xy5-117;Bidoof
dp1-70;Bidoof
xy1-106;Bidoof
xy5-116;Bidoof
pop6-11;Bidoof
dp2-73;Bidoof
pl3-91;Bidoof
dp7-54;Bidoof
pgo-59;Bidoof
sm11-171;Bidoof
swsh9-120;Bidoof
swsh2-206;Big Charm
swsh1-158;Big Charm
sm1-114;Big Malasada
swsh3-199;Big Parasol
swsh3-157;Big Parasol
base4-118;Bill
base6-108;Bill
hgss1-89;Bill
base1-91;Bill
sm9-133;Bill's Analysis
sm115-51;Bill's Analysis
ex6-87;Bill's Maintenance
sm7-126;Bill's Maintenance
sm7-162;Bill's Maintenance
pop5-6;Bill's Maintenance
ex14-71;Bill's Maintenance
ecard1-137;Bill's Maintenance
neo1-91;Bill's Teleporter
swsh3-158;Billowing Smoke
swsh2-103;Binacle
xy6-38;Binacle
sm6-66;Binacle
xy10-22;Binacle
swsh11-106;Binacle
xy2-48;Binacle
swsh45-66;Bird Keeper
swsh3-159;Bird Keeper
bw9-74;Bisharp
bw9-73;Bisharp
xy0-20;Bisharp
swsh1-134;Bisharp
bw5-72;Bisharp
bw3-82;Bisharp
bw3-76;Bisharp
xy11-64;Bisharp
xy1-82;Bisharp
bw5-79;Bisharp
sm9-105;Bisharp
swsh5-104;Bisharp
sm12-135;Bisharp
swsh10-116;Bisharp
sm12-104;Blacephalon
smp-SM221;Blacephalon
sm10-32;Blacephalon
sm8-52;Blacephalon-GX
sm8-199;Blacephalon-GX
sm8-219;Blacephalon-GX
hgss4-85;Black Belt
xyp-XY160;Black Kyurem
bw7-100;Black Kyurem
sm12-61;Black Kyurem
xyp-XY80;Black Kyurem
bwp-BW58;Black Kyurem
bw7-145;Black Kyurem-EX
bw7-101;Black Kyurem-EX
bw11-100;Black Kyurem-EX
bwp-BW62;Black Kyurem-EX
bw8-95;Black Kyurem-EX
sm9-134;Black Market ◇
xy2-88;Blacksmith
xy2-88a;Blacksmith
gym2-100;Blaine
gym2-17;Blaine
gym2-1;Blaine's Arcanine
gym2-2;Blaine's Charizard
gym1-61;Blaine's Charmander
gym2-60;Blaine's Charmander
gym2-31;Blaine's Charmeleon
gym2-32;Blaine's Dodrio
gym2-61;Blaine's Doduo
gym1-121;Blaine's Gamble
gym1-62;Blaine's Growlithe
gym1-35;Blaine's Growlithe
gym2-62;Blaine's Growlithe
gym1-36;Blaine's Kangaskhan
gym1-105;Blaine's Last Resort
sm115-52;Blaine's Last Stand
sm75-69;Blaine's Last Stand
sm75-58;Blaine's Last Stand
gym1-37;Blaine's Magmar
gym2-63;Blaine's Mankey
gym1-1;Blaine's Moltres
gym2-21;Blaine's Ninetales
gym1-63;Blaine's Ponyta
gym2-64;Blaine's Ponyta
gym1-97;Blaine's Quiz #1
gym2-111;Blaine's Quiz #2
gym2-112;Blaine's Quiz #3
sm11-186;Blaine's Quiz Show
gym2-33;Blaine's Rapidash
gym2-65;Blaine's Rhyhorn
gym1-64;Blaine's Tauros
gym2-66;Blaine's Vulpix
gym1-65;Blaine's Vulpix
pgo-64;Blanche
pgo-82;Blanche
swshp-SWSH227;Blanche
dp3-2;Blastoise
